Name,Department,Rating,Would Take Again,Difficulty Level
Lenore Cortina,Education,0.0,N/A,0
Elissa Branum,History,0.0,N/A,0
Mridul Aanjaneya,Computer Science,2.0,80%,5
David Sorensen,Writing,2.0,0%,5
Chris Corbo,English,3.8,80%,4.2
Jeffrey Bender,Theater,4.5,97%,1.8
Adam McCollum,Linguistics,4.0,73%,3.3
David Love,Journalism & Media Studies,5.0,100%,2
Camila Belliard,Women's Studies,0.0,N/A,0
Ezequiel Durand Lopez,Hispanic Studies,4.7,100%,3
Charles Senteio,Information Tech. & Informatics,0.0,N/A,0
Jerry Kloby,Sociology,4.0,100%,1
Valery Kiryukhin,Science,3.8,67%,2.8
Jennifer Theiss,Communication,4.2,86%,2.5
Yifan Xie,Business,5.0,100%,1
Noshir Langrana,Engineering,3.3,34%,3
Daniel Hausman,Philosophy,0.0,N/A,0
Joseph Sommer,Cognitive Science,5.0,100%,1
Jermaine Toney,Public Health,0.0,N/A,0
Lee Savage,Theater,0.0,100%,0
Onur Bilgen,Engineering,1.6,100%,3.9
Tuna Artun,History,4.3,93%,2.5
Laura Smith,English,2.0,16%,4.1
Amanda Thackray,Art amp Design,3.7,60%,2.7
Marley Doring,Communication,0.0,100%,0
Nate Gabriel,Geology,0.0,100%,0
Engy Abdelkader,Political Science,2.3,34%,2.7
Holly Nelson,Landscape Architecture & Regional Planning,3.7,67%,3.6
Alicia Rosenthal,English,0.0,100%,0
Torres- Spelliscy Ciara,Political Science,2.0,N/A,4
Matthew Ackerman,Information Technology,0.0,100%,0
Xiong Fan,Computer Science,0.0,N/A,0
Nicole James,English,0.0,100%,0
Christopher Collimore,Meteorology,0.0,N/A,0
Shuyan Wang,Linguistics,0.0,100%,0
Trisha Egbert,English,0.0,100%,0
Steven Miller,Communication,0.0,N/A,0
Reubinedde Malamug,Exercise & Sport Science,2.0,100%,4
Jiyoon Park,Womens & Gender Studies,5.0,100%,2
Katerina Pansera,Art & Design,0.0,N/A,0
Natalia Jouan,Accounting,0.0,100%,0
Katherine Sinclair,English,5.0,100%,3
Julien Musolino,Psychology,4.8,92%,2.2
Mark Segal,Information Technology,3.2,88%,4
Timothy Urban,Music,3.8,100%,3.2
Yoichi Otsubo,Economics,2.8,N/A,3.2
Monique Porow,Sociology,3.3,48%,3.1
Ramaydalis Keddis,Microbiology,2.4,37%,4.1
Paul Hanebrink,History,4.4,88%,2.5
Sana Virgone,Education,0.0,100%,0
S Kang,Philosophy,1.9,0%,3.3
Susan Gunasti,Religion,2.1,0%,4
Helen Ganiy,English,0.0,N/A,0
Joseph Shatz,Finance,4.1,80%,3.2
Eric Ling,Mathematics,4.3,100%,4.3
Amod Panchal,Information Technology,5.0,100%,1.4
Roy Licklider,Political Science,3.1,34%,3.6
Jack Bratich,Journalism & Media Studies,3.9,90%,2.8
Yuebin Guo,Engineering,1.0,0%,2
Khadijah White,Journalism Media Studies,1.8,0%,3
Henry Bignell,Animal Science,5.0,100%,3
Peter Kalef,Philosophy,3.7,84%,3.3
Joe Marcotrigiano,Chemistry,2.4,N/A,4.8
John O'Hara,Sociology,4.0,88%,2.8
Vanessa Vieites,Psychology,3.7,84%,1.9
Joshua Ballinger,Writing,3.8,84%,4.1
Heinz Roth,Chemistry,1.8,19%,4.4
Amy Funck,Political Science,3.3,67%,3.5
Sheila Lawrence,Mathematics,3.7,78%,2.2
Emina Soljanin,Engineering,1.6,17%,4
Emil Sadloch,Leadership Organization,2.7,100%,2.9
Tibor Purger,Political Science,4.4,92%,2.2
Victoria Krupnik,Mathematics,4.8,100%,3.3
Hao Lin,Engineering,3.3,67%,3.9
Jeremy Vogelmann,Business,3.4,82%,3.1
Chloe Kitzinger,Russian,5.0,100%,2.9
Edward Ramsamy,African Studies,4.6,90%,2.1
Desheng Zhang,Computer Science,3.8,60%,2.2
Tisha Bender,English,4.7,96%,1.8
Randy Reagan,Engineering,5.0,100%,3
Rita Leduc,Fine Arts,0.0,N/A,0
Rita Leduc,Art History,2.0,N/A,3
Dominic Leppla,Film,2.0,N/A,2
Asha Jones,Management,0.0,N/A,0
Carmen Jones,Womens & Gender Studies,0.0,N/A,0
Anthony Giacchino,History,0.0,N/A,0
Joel Schreiber,Finance,5.0,100%,1
Jiyoung Lee,Korean,5.0,100%,4
Karam Hwang,Sociology,4.0,100%,3
Shelley Zhang,Music,4.0,100%,3
Corinne Weinstein,Communication,0.0,N/A,0
Raili Roy,Social Science,3.0,N/A,3
Tajudeen Yacoubou,English,5.0,100%,3
Gary Embley,Supply Chain Management,0.0,N/A,0
Hilit Surowitz-Israel,Religion,0.0,N/A,0
Aubrey Daniels,Counseling & Educational Psych,0.0,N/A,0
Steven Malin,Health Science,0.0,100%,0
Nora Barrett,Psychology,0.0,N/A,0
James Fraser,Political Science,5.0,100%,2
Michelle Irving,Political Science,0.0,N/A,0
Christopher Broschart,History,5.0,100%,3
Hasnaa Mokhtar,Womens & Gender Studies,0.0,N/A,0
Dan Barone,Geography,4.0,100%,3
Indira Das,Linguistics,0.0,N/A,0
Simone Synder,Social Work,0.0,N/A,0
Karla Esquilin-Lebron,Microbiology,4.0,100%,2
Kathryn Felt,Music,5.0,100%,3
Melissa Keresztes,Nutrition,3.0,100%,2
Paul Hufker,English,0.0,N/A,0
Paul Hufker,Linguistics,0.0,100%,0
Timothy Hedges,English,0.0,100%,0
Carissa Liverpool,Education,5.0,100%,2
Dominic Leppla,Cinema,0.0,N/A,0
Derrick Darby,Philosophy,0.0,N/A,0
Kiran Garimella,Information Technology,0.0,N/A,0
Shagun Jhaver,Information Technology,0.0,100%,0
Rahjaun Gordon,Sociology,5.0,100%,1
Hayet Benbader,Women's Studies,5.0,100%,1
Stephen Cassidy,Finance,0.0,N/A,0
Dane Spudic,Communication,5.0,100%,1
Jane Huang,Ethnic Studies,5.0,100%,2
Chris To,Human Resources Management,5.0,100%,2
Sherri Budinick,Leadership & Organization,0.0,100%,0
Jiaxuan Mi,Operations Management,0.0,100%,0
Danyel Ferrari,Communication,0.0,N/A,0
Mary Giordano,Business,0.0,100%,0
Kwame Adu-Gyamfi,Finance,0.0,100%,0
Chazzare Freeman,English,0.0,N/A,0
Deborah Yoon,Communication,2.3,31%,4.1
Alison Grant,Social Work,4.0,100%,3
Natsuko Fleming,Japanese,4.6,94%,2.8
Troy Shinbrot,Bioengineering,1.9,34%,4.3
Michael Busniak,Public Health,3.7,61%,3.1
Ahmed Ezzat,Statistics,0.0,N/A,0
Alex Solomon,English,3.3,73%,3.5
Crystal Pletka,Geology,4.5,100%,1.5
Erik Dreff,Religion,0.0,100%,0
Stephanie Perez,Womens & Gender Studies,0.0,N/A,0
Garrick Stoldt,Health Administration,0.0,N/A,0
Jason Stanley,Philosophy,4.8,N/A,2.9
Vetri Nathan,Humanities,2.0,N/A,3
Eli Hill,Art & Design,5.0,100%,3
Nadine Ragab,Business,5.0,100%,1
Elizabeth Arthur,Criminal Justice,5.0,100%,1
Soumitra Bhuyan,Health Administration,0.0,N/A,0
Andrew Kennis,Communication,0.0,N/A,0
Katherine Felt,Music,1.0,N/A,4
Kendra Dickinson,Spanish,5.0,100%,2
Bailey Easie,Political Science,0.0,100%,0
Radha Jagannathan,Health Science,2.5,100%,4.3
Jamal Ali,Arabic,3.7,80%,3.5
Ralph Rodriguez,Human Resources Management,3.0,56%,3.1
Gavin Stewart,Mathematics,0.0,N/A,0
Daniel Gimenez,Environmental Science,3.8,100%,4
Kelvin Chen,Ecology & Evolutionary Biology,0.0,N/A,0
Nehal Naser,Womens & Gender Studies,0.0,N/A,0
Karen Bishop,Literature,4.6,100%,3.4
Tom Bryant,Business,0.0,N/A,0
Sergei Kostiaev,Political Science,4.3,87%,2.4
Galina Bolden,Communication,3.2,40%,2.8
David Binder,Information Technology,0.0,N/A,0
Kathleen Cashman-Walter,Communication,1.0,N/A,3
Myong Jeong,Engineering,2.0,N/A,5
Athina Petropulu,Engineering,1.8,23%,4
Richard Barnes,Photography,0.0,N/A,0
Ted Szatrowski,Mathematics,2.4,27%,3.9
Deepa Kumar,Journalism & Media Studies,3.5,100%,3.6
Joan Slepian,Business,3.3,62%,2.1
Ruobin Gong,Statistics,3.7,100%,2.3
Natalie Greaves-Peters,Food Science,0.0,100%,0
Randall McKinnon,Health Science,0.0,N/A,0
Yuan Qu,Management Science & Information Systems,1.4,0%,4.1
Debra Gulick,Mathematics,4.9,100%,2
Gabriel Villegas,Biochem. & Molecular Biology,2.4,50%,4.2
Shawn Snyder,Film,0.0,N/A,0
Robert Abboud,Writing,4.4,100%,2.1
Laleh Najafizadeh,Engineering,4.9,100%,3.5
Alice De Reviers,Languages,5.0,100%,2
Peter Pitucco,Human Resources Management,0.0,N/A,0
Michael LuValle,Statistics,3.1,58%,3
Chazarre Freeman,English,0.0,N/A,0
Michele Montecalvo,Public Health,3.0,N/A,4
Danyel Ferrari,History,0.0,N/A,0
Danyel Ferrari,Journalism & Media Studies,0.0,N/A,0
Priyadip Mondal,Mathematics,0.0,100%,0
Kristen Cunningham,English,2.0,N/A,5
Kim Thamatrakoln,Biochem. & Molecular Biology,0.0,N/A,0
Tyler Washburn,Photography,0.0,N/A,0
Jenny Isaacs,Environmental Science,0.0,100%,0
Jodi Dunkleman,Mathematics,5.0,100%,2
David Johnson,Philosophy,1.5,0%,4.5
Nancy Yousef,English,1.0,0%,4
Laura Silverstein,Mathematics,3.5,93%,3.5
Alfred Romano,Mathematics,1.7,25%,3.5
Lou Hirsch,Mathematics,3.6,77%,3.9
Lew Hirsh,Mathematics,3.8,60%,3.8
Richard Fry,Philosophy,4.5,89%,3
Zeki Pagda,Management,4.1,93%,3.5
Mark Killingsworth,Economics,3.5,40%,3
Johanna Almiron,American Studies,5.0,100%,3
Ravi Ramaswamy,Statistics,2.4,66%,3.4
Benjamin Gunby,Mathematics,0.0,100%,0
Ben Purkert,Creative Writing,4.7,94%,1.9
Ziming Shi,Mathematics,2.3,34%,4.2
Joy Hamlin,Mathematics,4.0,100%,4
Amin Reihani,Engineering,0.0,100%,0
Emily Renaud,English,2.4,50%,4.3
Azzan Yadin,Judaic Studies,3.6,80%,3.4
Jackie Moldawsky,Music,0.0,N/A,0
Ahmed Elgammal,Computer Science,2.7,43%,3.6
Robert Foels,Psychology,2.9,61%,3.4
Jodi Dunkelman,Mathematics,0.0,100%,0
Rob Petersen,Fine Arts,5.0,100%,1
Samah Selim,Arabic,3.0,37%,3.7
Christine Yohn,Psychology,4.1,64%,3.4
Suryakala Srinivasan,Statistics,2.9,72%,3
Paul Ellis,Mathematics,3.3,100%,4.3
Fausto Pinto,Communication,4.4,100%,2
Steven Brechin,Sociology,4.7,100%,1.8
Stephen Herschkorn,Mathematics,1.9,0%,4.5
Yi-Zhi Huang,Mathematics,3.5,100%,2.8
Seth Koven,History,3.7,84%,3.7
Banmali Banerjee,Mathematics,4.0,74%,3.7
Henry John-Alder,Biology,3.6,45%,3.4
Poop Senior,Art History,0.0,100%,0
David Weiss,Exercise Sport Science,3.5,50%,3.1
Joanne Kennedy,Mathematics,2.0,N/A,4
David Greenberg,Journalism & Media Studies,3.0,25%,3.2
Jerry Flynn,Leadership & Organization,0.0,N/A,0
Matthew Elmore,Agriculture,3.0,N/A,3
Susanna SCHELLENBERG,Philosophy,0.0,N/A,0
Deborah Dente,Health Administration,0.0,N/A,0
Kelly Haviland,Public Health,0.0,100%,0
Taylor Ross,Animal Science,0.0,100%,0
Alexander Sperling,Labor Studies,4.0,100%,3
Sara Hirschhorn,Judaic Studies,1.7,N/A,5
Gavin Rockwood,Physics,0.0,N/A,0
Hilal Atasoy,Accounting,5.0,100%,3.5
Fatemeh Hafizi,Mathematics,1.7,20%,3.6
Jeffery Dowd,Sociology,2.0,0%,3
Bria Paige,English,1.0,100%,4.7
Xiaofeng Li,Information Technology,3.3,67%,3
Francisco Quevedo,Marketing,5.0,100%,2
Ernie Lepore,Philosophy,3.4,34%,3
Maria Soria-Carro,Mathematics,4.0,100%,4
Patrick Pritchett,Literature,5.0,100%,1
Anil Mundra,Religion,5.0,100%,1
Steven Miller,Journalism & Media Studies,3.8,64%,2.9
Bryce Hammer,Classics,0.0,N/A,0
Terri Kurtzberg,Management,3.6,50%,3.3
Elena Cromeyer,Public Health,1.3,0%,2.8
Jerome Bowers,Humanities,5.0,100%,1
Sunyoung Kim,Information Science,0.0,N/A,0
Marc Cicchino,Writing,3.9,75%,3.9
Jennifer Mount,Political Science,0.0,N/A,0
Zhixiong Guo,Engineering,2.2,100%,3.4
Francis Ryan,Labor Studies,4.7,89%,2.4
Solomon Guhl-Miller,Music,2.2,25%,3.1
Ihab Darwish,Political Science,0.0,N/A,0
Jasbir Puar,Women's Studies,3.4,0%,3.4
"Mukti Lakhi Mangharam,",English,3.8,96%,3.2
Roger O'Halloran,Mathematics,0.0,N/A,0
Susan Bhuyan,Economics,4.3,100%,3.1
Miranda Lichtenstein,Fine Arts,0.0,N/A,0
Charles Weibel,Mathematics,1.2,N/A,4.2
Cynthia Roemer,Mathematics,2.0,50%,3.7
Lars Sorensen,Computer Science,3.9,81%,3.2
Sree Degala,Business,0.0,N/A,0
David Winters,Communication,4.0,93%,1.7
Neda Bolourchi,Middle Eastern Studies,3.1,58%,3.3
Nirav Patel,Humanities,3.9,66%,3.8
Stacey Abate,English,4.8,100%,3.5
Catherine Lee,Sociology,3.3,58%,3
Shaheena Shahid,Women's Studies,5.0,100%,2
Anthony D'Alesandro,Mathematics,3.6,72%,3.4
Sarbani Vengadasalam,English,3.7,89%,3.5
Joann Ordille,Information Technology,3.1,89%,3.9
Krista Benedict,Mathematics,4.9,100%,2.8
Jamie Pietruska,History,4.7,97%,2.3
Koray Akdogan,Engineering,4.8,92%,2.6
William Kane,Human Resources Management,5.0,100%,2.6
Kathryn Felt,Music Education,3.0,N/A,3
Alwyn Dias,Public Health,4.3,100%,2.5
Ines Rauschenbach,Microbiology,4.1,80%,3.1
Federica Federica Soddu,English,3.0,N/A,4
Hyukjun Kwon,Economics,0.0,N/A,0
Mimi Phan,Psychology,2.5,63%,3.1
Michael Elgawly,Economics,4.4,96%,2.9
Rasha Abadir,Mathematics,4.8,100%,3
Emmanuel Hove,Chemistry,2.4,33%,3.7
Lauren McConnell,English,2.3,38%,3.6
Gerald Goldin,Mathematics,4.9,100%,2.2
Kenneth Freeman,Finance,4.0,100%,3
Robert Szejner,Criminal Justice,4.4,96%,1.6
Jack Mardekian,Statistics,3.3,56%,3.5
Juan Bonachela,Ecology amp Evolutionary Biology,3.3,50%,4.7
Thomas Drwiega,Chemistry,5.0,100%,2.5
Christopher To,Human Resources Management,5.0,100%,2
Michael Woodbury,Mathematics,1.0,N/A,5
Gary Minkoff,Marketing,3.8,74%,3.4
Evan Swan,Communication,2.5,50%,3
Julie Peters,Library amp Information Science,1.7,N/A,3
Ariela Parisi,Spanish,4.8,100%,2.8
Ashley Chambers,Creative Writing,4.8,100%,1.5
Silvia Muller,Communication,3.3,67%,3.2
Shashank Kanade,Mathematics,5.0,N/A,2.3
Ed Cohen,Women,3.6,50%,2.2
Rob Petersen,Art amp Design,0.0,N/A,0
Christopher Primiano,Political Science,3.5,100%,2.3
William Scharf,Biology,4.1,80%,3.5
Rupananda Misra,Computer Science,0.0,N/A,0
Carle Wirshba,Music,0.0,N/A,0
Norman Markowitz,History,3.4,70%,1.8
Richard Remsing,Chemistry,5.0,100%,3
Brie Ashley,Writing,4.4,100%,2.8
Saiju Patel,Mathematics,2.8,59%,3.7
Danielle Raabe,Communication,4.0,100%,2
Daniel Ketover,Mathematics,4.4,91%,3.4
Frances Trees,Computer Science,2.7,67%,3.7
John Lavin,Labor Studies,5.0,100%,1.5
Winnie Westcott,Accounting,4.0,63%,3.4
Nancy Martin,English,5.0,100%,3.1
Rosemarie Cipparulo,Labor Studies,3.7,70%,2.6
Haley Nolan-Cody,Communication,5.0,100%,1
Carolyn D'Arville,Biology,3.0,25%,3.7
John McGarvey,Engineering,5.0,100%,3
Paul Kimmel,Science,2.6,32%,3.7
P Smouse,Ecology & Evolutionary Biology,4.3,100%,2.5
Malcolm Kiniry,Literature,1.0,N/A,5
David Menendez,Computer Science,2.4,50%,4.1
Heba Elkhateeb,Writing,4.4,87%,2.7
Aparna Zama,Animal Science,3.3,56%,3.4
Sophie Kan,Mathematics,2.9,17%,3.8
Amanda Agan,Economics,4.8,100%,2.6
Mark Croxford,Environmental Science,0.0,N/A,0
Marcelo Gehara,Biology,5.0,100%,1
John Parke,Ecology & Evolutionary Biology,5.0,100%,2
April Micci,Biology,1.5,0%,3.8
Navar White,Chemistry,0.0,N/A,0
Caroline Von Klemperer,Philosophy,3.0,N/A,3
Michael Reagan,Labor Studies,0.0,100%,0
Ayrin Ersoz,Dance,3.9,75%,1.9
Elsayed A. Elsayed,Engineering,1.8,0%,4.1
Oriol Carbonell-Nicolau,Economics,2.7,17%,3.7
Michael Welch,Criminal Justice,2.8,25%,3.5
Savita Sahay,Accounting,2.4,25%,4.3
Latisha Scott,Exercise amp Sport Science,3.5,50%,3.5
Susan Keith,Journalism & Media Studies,3.1,15%,3.8
Sharon Ryan,Education,4.9,N/A,4
Rob Foels,Psychology,3.4,67%,3.5
Nicole Fleetwood,American Studies,3.2,0%,2.2
Kurt Spellmeyer,English,3.1,91%,3.7
Christy Beal,Biology,4.5,91%,3.5
Tatiana Fadeeva,Chemistry,3.1,67%,3.9
Daniel Stern Cardinale,Biology,4.3,100%,3.4
Uri Eisenzweig,French,3.5,100%,2.2
Tracy Budd,English,2.9,50%,3.7
Vicki Esposito,Theater,1.3,N/A,2
Richard Schaefer,Marketing,3.8,75%,3
James Terez,Human Resources Management,3.6,69%,2.7
Mason Ameri,Management,4.2,73%,3.3
Thierry Besançon,Environmental Science,0.0,N/A,0
Danielle Falzon,Sociology,5.0,100%,2
Cunninglingua Stpoopalot,Computer Science,0.0,N/A,0
Francesca Guerra,Chemistry,2.9,45%,3.6
Ana Paula Centeno,Computer Science,4.0,82%,3
Jiqun Liu,Library & Information Science,3.6,58%,3.3
Denis Hamilton,Management,3.1,38%,3
Tristan Jones,Writing,4.3,87%,3.7
Micheal Woodbury,Mathematics,2.5,100%,3.5
Taha Alhindi,Management Science & Information Systems,2.1,100%,3.7
Tugrul Ozel,Industrial Engineering,3.5,75%,3.7
Alex Kontorovich,Mathematics,3.6,55%,3.7
Isaac Vellangany,Economics,2.5,67%,3.2
Shawn Taylor,Labor Studies,3.1,56%,2.9
John Hulme,English,5.0,100%,2.5
Harold Sackrowitz,Mathematics,3.1,100%,2.9
Matthew Matsaganis,Communication,2.8,25%,3.8
Evan Wasserman,Accounting,2.9,50%,3.9
Ana Solis,Spanish,1.5,12%,4.6
Elanor Lapointe,Sociology,3.9,67%,2.7
Fereydoun Nikpour,Health Science,4.8,92%,2.9
Jeffrey Ames,Computer Science,3.6,80%,3.5
Disha Parkhi,Computer Science,1.8,34%,3.5
Yousef Nejatbakhsh,Mathematics,1.5,100%,4.1
Nic Trainor,Mathematics,2.6,N/A,3.2
Carrie Frizzell,Mathematics,4.3,100%,3.5
Robin Roscigno,Education,5.0,100%,2.5
Sanhita Pramanik,Chemistry,1.9,50%,4
Brian Householder,Communication,3.1,68%,3.3
Jeanette Covington,Criminal Justice,2.1,18%,3.5
Ann Jurecic,English,2.7,50%,3.9
Jeff Wilhelms,Sociology,2.8,32%,3.4
Bryan Langowski,Chemistry,4.4,98%,3.5
Angus Gillespie,American Studies,4.1,80%,2.4
Ian Jauslin,Mathematics,4.5,100%,3.5
Xiaochun Rong,Mathematics,3.2,37%,3.2
Doug Lundeen,Music,3.3,69%,2.9
John Chou,Physics,3.9,63%,3.1
Dan Weaver,Finance,3.0,24%,3.2
Sophia Gonet,Mathematics,2.5,90%,3.8
Guillermo Fuentes,Cognitive Science,2.0,28%,3.8
Christopher Kovats-Bernat,Public Health,5.0,100%,1
Jing Yang,Political Science,1.6,100%,4.2
MARGARET HOLZER,Environmental Science,5.0,100%,1
James Browning,Geology,4.3,77%,2.3
Yvette Hsieh,Chinese,3.9,100%,2.6
Walter Paczkowski,Economics,2.3,42%,4.3
Alan Cander,Urban Studies,4.4,100%,2.6
Karthik Srikanta,Computer Science,4.5,100%,2.8
Anel Velazquez,English,1.9,67%,4.1
Juan Zhai,Computer Science,2.7,39%,3.1
Romulo Ely,Operations Management,3.0,59%,3.1
German Drazer,Engineering,1.5,100%,4.3
Qingze Zou,Engineering,1.0,20%,4.8
Mario Szegedy,Computer Science,3.3,N/A,2.8
Matthew Charnley,Mathematics,4.0,84%,3
Liam Schramm,Computer Science,0.0,N/A,0
Sara Soffer,Mathematics,2.9,45%,3.3
Monica Wahba,Writing,2.7,59%,4
Donald Monteverde,Science,3.7,70%,2.5
Chitra Ponnusamy,Food Science,4.8,97%,2
Roy Montalvo,Physics,3.5,64%,3.5
Bruce Madariaga,Economics,3.1,100%,3.6
Alexandre Hohmann,Economics,3.2,56%,3.6
Kelsey Laity-D'Agostino,Philosophy,3.7,67%,4
James Livingston,History,3.4,63%,2.6
Abigail Zitin,English,3.8,84%,2.6
William Bottega,Engineering,3.0,40%,4.1
Douglas Motto,Information Technology,3.5,80%,3.3
Antonia Winstead,Criminal Justice,1.9,50%,3.3
George Weng,Engineering,1.8,17%,3.1
Kavitha Govindasamy,Biology,3.0,100%,3
Mark Robson,Environmental Science,4.9,99%,1.3
Gabriela Sprague,Mathematics,2.6,100%,3.6
Gary Minkoff,Business,5.0,100%,3.3
Tara Cominski,Cell Biology & Neuroanatomy,4.5,100%,2.5
Hiroko Nobuta,Cell Biology & Neuroanatomy,0.0,N/A,0
Jeffrey Lane,Communication,4.2,88%,2.6
Amelie Marian,Computer Science,3.0,50%,3.8
Meredith McGill,English,3.1,50%,3
Norah MacKendrick,Sociology,4.8,100%,2
Brittney Cooper,Women's Studies,3.9,80%,3
Marci Berger,Public Health,2.8,46%,2.9
Tom Prusa,Economics,4.1,100%,3.4
Fina Liotta,Chemistry,0.0,N/A,0
Salim El Rouayheb,Engineering,1.7,0%,4.7
Naina Chaturvedi,Computer Science,0.0,100%,0
Hussan Peavey,Business,4.2,93%,2.8
Kara Donaldson,Womens & Gender Studies,0.0,N/A,0
Wesley Cowan,Computer Science,4.8,97%,3.5
Rebecca Kuperberg,Political Science,4.5,84%,3.5
DANIEL BITTNER,Computer Science,0.0,100%,0
Karen Zurlo,Social Work,3.0,34%,3.3
Zara Khan,Political Science,2.0,100%,1
Janos Pinter,Business,1.9,52%,4.2
Edward Hubbard,Business,3.5,64%,2.9
Jeffrey Dowd,Sociology,3.4,62%,3
Raffaele Ralph Gigliotto,Communication,4.4,100%,3.1
Lew Hirsch,Mathematics,2.7,41%,4
Karla Jackson Brewer,African Studies,4.0,50%,2.4
Larry Jacobs,Psychology,5.0,100%,1.5
Hannah Jones,Communication,4.1,95%,2.9
Arev Pivazyan,Womens Gender Studies,3.7,70%,2.1
Andy Sandy,Environmental Science,4.4,100%,1.5
Neil Sheflin,Economics,3.4,71%,3.1
Vince Sweeney,Human Resources Management,4.7,84%,2.4
Laurent Vera,Mathematics,4.6,96%,3.2
Geoff Chan,Biology,0.0,N/A,0
Alexander Pichugin,Information Technology,3.2,67%,2.4
Ray Stone,Economics,3.4,82%,2.7
Serena Connolly,Classics,4.7,84%,2.7
Stuart Barudin,Education,2.0,0%,3.3
Marshall Sponder,Art amp Design,4.9,100%,1.1
Terence Coelho,Mathematics,4.7,94%,3
Chang Chen,Computer Science,2.0,N/A,3
Gregory Transue,Biology,2.6,28%,4
Barea Sinno,Political Science,2.0,67%,3.5
Kay Bidle,Microbiology,3.7,0%,2.9
Nadia Khokhar,Business,5.0,100%,1
Christina Knight,Art History,1.0,100%,5
ALEX HOHMANN,Economics,0.0,N/A,0
Edna Jones,Mathematics,2.3,34%,2.8
Anton Varga,Fine Arts,0.0,N/A,0
RAYMOND STONE,Economics,0.0,100%,0
Richard Lutz,Environmental Science,0.0,N/A,0
Matteo Neri,Music,0.0,N/A,0
Rina Bliss,Sociology,5.0,100%,1
Brooke Maslo,Ecology & Evolutionary Biology,4.3,100%,2.4
Aakanksha Deoli,Health Administration,0.0,100%,0
Richard Miller,English,4.3,88%,3.2
D. Glodowski,Genetics,3.6,80%,3.3
Viviane Deprez,Linguistics,2.5,50%,3.4
Emily Anderson,English,0.0,100%,0
Sarah Carton,Psychology,4.0,81%,2.1
Anel Mendez,Womens & Gender Studies,2.0,100%,3
Philip Cohn,Marketing,0.0,N/A,0
Kathryn Greene,Communication,2.1,17%,4.5
AL Romano,Mathematics,0.0,N/A,0
Saksham Gupta,Computer Science,0.0,N/A,0
SAMAN EBRAHIMI,Computer Science,0.0,N/A,0
Amit Lath,Physics,3.5,100%,3
William Magrino,English,3.1,28%,3.2
Ana Centeno,Computer Science,0.0,N/A,0
Brian Pinsky,Mathematics,0.0,N/A,0
Debby Miller,Marine Sciences,0.0,N/A,0
Michael Whiting,Business,1.5,34%,4
Pierre Eshak,Women,5.0,100%,1
Aleksandr Shirokov,Communication,0.0,N/A,0
Priyank Gandhi,Business,3.8,87%,3.8
Arlene Stein,Sociology,3.4,0%,2.4
Lyra Stein,Psychology,4.0,83%,2.5
Elmira Nazombe,Womens Gender Studies,2.1,17%,2.6
Mariya Naumova,Mathematics,3.6,59%,4.4
Patrick O'Connor,Chemistry,4.2,84%,3.3
Lujendra Ojha,Astronomy,5.0,100%,4.5
Tomasz Imielinski,Computer Science,3.6,78%,3.4
Robert Schub,Political Science,0.0,100%,0
Tanweer Haroon,Information Technology,2.0,67%,1.2
Tony Rideout,Bilingual Education,0.0,N/A,0
Ann Bagchi,Supply Chain Management,1.0,N/A,3
Nicole Milano,Social Work,0.0,N/A,0
Guanyang Wang,Statistics,2.0,100%,4
Jacqueline Maginnis,Human Resources Management,0.0,N/A,0
Ananda Gunawardena,Computer Science,4.1,95%,2.9
Carol Cassidy,Journalism Media Studies,2.1,40%,3.4
Bahareh Badiei,Communication,0.0,N/A,0
Steve Kilianski,Psychology,3.7,71%,3
Mai Soliman,Genetics,3.8,85%,3.4
Stephane Robolin,English,3.9,25%,3.5
Craig Phelps,Science,4.3,96%,2
Tony Bell,Supply Chain Management,4.3,100%,3
Alexandra Jacko,Public Health,0.0,N/A,0
Luis Mora-Ballesteros,Spanish,0.0,100%,0
John-Austen Francisco,Computer Science,2.6,40%,3.6
Jennifer Buckman,Exercise & Sport Science,0.0,N/A,0
Myla Aronson,Ecology Evolutionary Biology,2.2,63%,2.8
Steven Gonzagowski,Writing,4.9,92%,2.3
Lily Chang,Computer Science,2.9,74%,3.4
Jack Bouchard,History,5.0,100%,2.3
Vanessa Santiago,Art & Design,1.0,N/A,3
Hang Li,Engineering,0.0,N/A,0
FELICIA MCCLOSKEY,Animal Science,5.0,100%,1
Kaitlyn Mazzilli,Public Health,5.0,100%,1
Hyunjung Joo,Linguistics,0.0,N/A,0
Tiffany Marra,Health Science,5.0,100%,1.2
Melisa Tekin,Design,0.0,N/A,0
Kyle Murphy,Biochemistry,2.5,31%,3.5
Richard Martin,Computer Science,1.9,35%,3.5
Samaneh Hamidi,Computer Science,2.6,92%,3.9
Erica Lucci,Information Technology,2.9,100%,2.8
Michael Rossi,Political Science,4.4,100%,3.2
Robert Scott,Anthropology,2.4,19%,3.5
John Maerhofer,English,3.5,73%,3.6
Sam Spiro,Mathematics,1.0,100%,1
Erin McHale,Biology,5.0,100%,2
Alexandra Kunish,Marketing,4.1,94%,2
Daniel Hunter,History,2.0,100%,5
ELIAS PERRIS,Animal Science,0.0,N/A,0
Vanessa Bal,Psychology,4.0,100%,1
Casey Randazzo,Communication,0.0,N/A,0
Niki Natarajan,Communication,0.0,N/A,0
Sheryl VanHorne,Criminal Justice,0.0,N/A,0
